id,date,time,order,line,latitude,longitude,speed
21170204,01-27-2019,07:53:39,B25609,249.0,-22.90432,-43.303391,12.0
9092781,03-19-2019,20:02:07,D86725,2332.0,-22.90168,-43.545719,30.0
50154039,03-02-2019,15:30:51,C13033,746.0,-22.878889,-43.334702,57.0
28755695,02-14-2019,06:45:17,B71158,247.0,-22.907787,-43.275581,2.78
43520170,02-23-2019,07:30:46,C30248,741.0,-22.87561,-43.46788,25.0
15011666,03-01-2019,05:23:48,B58102,312.0,-22.857470000000003,-43.267422,10.0
24337407,01-26-2019,20:52:21,B11550,908.0,-22.867079,-43.270893,17.0
58466595,01-26-2019,06:27:02,D53728,397.0,-22.90225,-43.555241,0.0
45984641,02-16-2019,17:47:23,D86118,838.0,-22.907301,-43.565929,0.0
4506071,01-26-2019,08:22:55,D17070,833.0,-22.886379,-43.602039000000005,49.0
43471189,03-06-2019,15:21:32,A72146,580.0,-22.931034,-43.178314,0.0
12057623,02-14-2019,11:19:10,A48170,201.0,-22.935003,-43.209774,18.89
9043104,02-27-2019,12:33:11,D86724,2332.0,-22.832861,-43.265598,51.0
13286323,03-18-2019,05:53:01,B27071,639.0,-22.812651,-43.309219,16.0
2828189,02-08-2019,13:36:06,B71006,239.0,-22.907434,-43.18309,0.0
51205743,02-22-2019,18:48:45,D13364,790.0,-22.876961,-43.33419,0.0
3055739,02-26-2019,14:09:02,B71071,238.0,-22.924318,-43.252453,11.11
56391544,02-12-2019,19:37:54,B51547,624.0,-22.823891,-43.404259,23.0
15708026,02-22-2019,20:12:55,B28520,925.0,-22.810301000000003,-43.20879,23.0
47555596,02-08-2019,19:21:26,A50018,226.0,-22.921337,-43.261383,4.63
52901278,02-07-2019,18:29:38,D86277,802.0,-22.89892,-43.541222,33.0
54227819,02-21-2019,19:20:25,A41182,584.0,-22.977051,-43.22496,0.0
30299806,03-09-2019,07:27:28,B31158,483.0,-22.85964,-43.253712,5.0
30292662,03-06-2019,19:48:19,B31096,483.0,-22.865339,-43.253231,19.0
12959098,02-18-2019,15:30:48,B27007,639.0,-22.85433,-43.351768,17.0
21827345,02-28-2019,14:29:49,C12529,2345.0,-22.880215,-43.363304,21.0
26149256,02-01-2019,11:50:42,C41892,2018.0,-22.98756,-43.195789000000005,20.0
49169523,02-15-2019,10:55:16,C50109,805.0,-23.011358,-43.326843,17.59
12591092,03-20-2019,15:01:04,B63087,942.0,-22.82926,-43.319248,0.0
43202561,02-25-2019,11:38:45,C30328,557.0,-22.98321,-43.331520000000005,38.0
24052182,01-26-2019,17:31:13,C42564,667.0,-22.876989,-43.336559,0.0
20049492,02-27-2019,17:39:58,A29034,476.0,-22.898769,-43.246841,25.0
11610770,03-18-2019,13:57:43,B44661,638.0,-22.90299,-43.27697,6.0
43163546,02-20-2019,16:16:26,C30328,557.0,-22.987289,-43.30875,12.0
39683844,01-29-2019,15:40:47,B44632,685.0,-22.86536,-43.335491,21.0
10990799,03-16-2019,19:12:55,D86237,837.0,-22.915871,-43.55024,29.0
31217207,03-09-2019,10:13:07,D86154,867.0,-23.05839,-43.561668,47.0
20532840,03-13-2019,07:21:14,B10138,328.0,-22.874348,-43.244041,1.0
46123453,03-18-2019,10:18:44,D86277,838.0,-22.90255,-43.5606,0.0
5064580,02-14-2019,11:35:55,D53721,819.0,-22.84585,-43.466518,13.0
26886383,02-02-2019,14:23:14,D86400,864.0,-22.901911,-43.556301,0.0
56237946,02-05-2019,11:01:48,B51531,624.0,-22.89995,-43.223091,9.0
47539387,03-20-2019,18:08:44,B25563,232.0,-22.910391,-43.275879,25.0
36128388,01-29-2019,20:48:59,B58027,679.0,-22.852819,-43.26276,34.0
38571654,02-19-2019,22:24:23,B42591,650.0,-22.87669,-43.31686,35.0
41863356,02-14-2019,18:43:54,A72074,422.0,-22.913544,-43.175411,34.45
35974922,02-12-2019,16:46:12,C82601,651.0,-22.873278,-43.313656,42.97
31638905,02-22-2019,19:35:59,C27120,292.0,-22.869801,-43.265419,17.0
53025368,03-11-2019,18:51:39,D86197,802.0,-22.886129,-43.473690000000005,24.0
2687485,02-27-2019,17:54:59,D12123,2335.0,-22.99449,-43.615131,32.0
8264872,03-20-2019,01:36:31,C42571,607.0,-22.88796,-43.32312,57.0
33280915,03-07-2019,20:34:28,D86161,866.0,-22.98316,-43.647591,29.0
29339577,02-13-2019,07:38:10,D86283,871.0,-22.97064,-43.686951,37.0
38383094,02-05-2019,15:27:01,B42550,650.0,-22.891821,-43.28241,11.0
18812241,01-27-2019,16:16:52,A63530,107.0,-22.935261,-43.174229,0.0
40310780,02-23-2019,11:09:42,C47532,861.0,-22.95112,-43.358719,0.0
30585108,02-01-2019,22:26:08,B28570,324.0,-22.84794,-43.244839,8.0
9033423,02-22-2019,19:40:54,D86723,2332.0,-22.82943,-43.271431,67.0
5817617,02-04-2019,13:00:16,D13263,777.0,-22.878969,-43.331871,15.0
3654726,02-03-2019,09:48:06,C27029,774.0,-22.870319,-43.341862,0.0
33519529,02-03-2019,15:13:47,B42519,457.0,-22.90234,-43.265228,0.0
7262919,03-19-2019,08:50:39,C82674,363.0,-22.882549,-43.35828,42.41
56469056,02-16-2019,14:28:17,B51638,624.0,-22.89994,-43.229408,0.0
19365981,02-11-2019,07:49:53,D12176,2802.0,-22.96055,-43.6497,73.0
14279042,02-11-2019,13:05:40,A41369,460.0,-22.979441,-43.218349,36.0
56360617,02-11-2019,13:59:02,B51647,624.0,-22.91156,-43.211941,0.0
55659551,01-25-2019,13:33:01,B10507,630.0,-22.85948,-43.253658,39.0
43648727,02-10-2019,08:06:15,C44574,782.0,-22.87488,-43.33474,25.0
19914899,03-20-2019,12:38:07,A72062,14.0,-22.914431,-43.181881,0.0
52566019,02-28-2019,09:27:42,B27009,355.0,-22.87236,-43.24551,0.0
29743693,02-12-2019,16:08:55,B31060,497.0,-22.83798,-43.27578,10.0
37666609,02-27-2019,11:45:33,B51624,917.0,-22.876631,-43.37442,40.0
47152770,02-04-2019,09:33:58,B25559,232.0,-22.909031,-43.20232,5.0
25665316,02-27-2019,17:42:19,B42583,277.0,-22.892019,-43.27935,3.0
43868963,02-13-2019,07:42:49,B58108,621.0,-22.87425,-43.257759,43.0
43493477,03-19-2019,14:10:18,A72144,580.0,-22.931255,-43.178852,2.04
30658930,02-15-2019,07:13:19,B28587,324.0,-22.876829,-43.242111,18.0
31055929,02-19-2019,09:25:34,D86262,867.0,-22.96335,-43.587372,52.0
23713777,03-03-2019,07:05:12,B31009,498.0,-22.847879,-43.25938,41.0
43713383,03-11-2019,12:52:37,C44668,782.0,-22.87767,-43.3731,31.0
47941166,03-07-2019,09:49:51,D13155,756.0,-22.866831,-43.590488,64.0
37691768,02-28-2019,15:16:39,B51522,917.0,-22.868509,-43.256031,0.0
34962030,03-12-2019,14:19:49,C41160,309.0,-22.947201,-43.182579,25.0
29440317,02-07-2019,20:25:21,B28508,326.0,-22.871281,-43.246399,46.0
58108085,02-09-2019,14:17:26,A48024,426.0,-22.926968,-43.235611,38.89
39100563,02-28-2019,15:51:02,C47664,863.0,-22.956169,-43.34766,0.0
37311334,02-06-2019,23:45:47,B51652,917.0,-22.88747,-43.28511,23.0
22730926,02-03-2019,16:27:25,A50141,301.0,-22.93368,-43.242149,11.67
5725112,03-18-2019,06:19:07,D87835,2336.0,-22.89411,-43.559940000000005,0.0
30600190,02-05-2019,06:50:04,B28576,324.0,-22.821501,-43.17754,30.0
37971351,03-20-2019,15:01:48,B51501,917.0,-22.880341,-43.331779,14.0
55699817,01-31-2019,08:20:31,B10550,630.0,-22.866631,-43.25375,10.0
37966130,03-20-2019,10:37:53,B51625,917.0,-22.87396,-43.357491,13.0
27532510,03-08-2019,14:52:21,D86322,864.0,-22.87604,-43.463661,0.0
53508915,02-05-2019,05:27:03,D13175,745.0,-22.893829,-43.47353,0.0
20642011,03-11-2019,11:36:23,D86246,843.0,-22.902321,-43.556339,0.0
30987297,02-11-2019,14:18:59,D86126,867.0,-22.944599,-43.57695,26.0
4302776,02-20-2019,21:56:49,C30279,600.0,-22.955271,-43.358349,43.0
48410406,02-04-2019,11:15:39,B58151,622.0,-22.90056,-43.27721,2.0
2562180,02-03-2019,21:48:20,D12102,2335.0,-22.934669,-43.173729,72.0
54959723,02-01-2019,15:37:00,D86787,2338.0,-22.9988,-43.259071,34.0
39531834,02-01-2019,19:20:01,B31061,485.0,-22.946011,-43.182911,0.0
31888956,02-05-2019,07:17:00,B31105,906.0,-22.8304,-43.288898,33.0
29124103,02-18-2019,19:39:03,B27087,905.0,-22.83637,-43.283829,34.0
26630239,03-13-2019,05:46:36,B71054,455.0,-22.912394,-43.236515,0.0
25273423,02-06-2019,04:30:50,B63099,920.0,-22.826321,-43.34903,34.0
36284938,02-13-2019,09:34:45,B58039,679.0,-22.84741,-43.267311,0.0
28741528,02-12-2019,12:38:26,B71086,247.0,-22.909628,-43.203899,48.34
30156079,02-18-2019,15:42:19,B31004,483.0,-22.973511,-43.188629,0.0
1972246,03-18-2019,07:31:49,C47867,601.0,-22.917009,-43.262451,0.0
18857392,02-06-2019,08:29:00,A63536,107.0,-22.953991,-43.1689,41.0
2069822,02-03-2019,15:48:07,B32589,946.0,-22.863359,-43.344151,40.0
51757020,03-01-2019,12:21:34,D13302,394.0,-22.856331,-43.492321,0.0
9378492,02-12-2019,09:26:10,B25520,606.0,-22.90427,-43.298828,0.0
12260048,02-15-2019,10:43:46,D53552,759.0,-22.830589,-43.350639,0.0
51548167,02-25-2019,18:50:11,B10545,627.0,-22.880791,-43.290279,28.0
52584561,03-03-2019,08:26:43,C27115,355.0,-22.847019,-43.304619,24.0
54271298,03-11-2019,14:18:19,C41221,584.0,-22.964359,-43.217651,0.0
2977107,02-06-2019,14:30:57,B71135,238.0,-22.923496,-43.256809,15.37
20072248,03-13-2019,06:54:23,A29133,476.0,-22.96426,-43.214722,25.0
53347629,01-30-2019,10:21:20,D53745,786.0,-22.902229,-43.555099,0.0
23301310,02-11-2019,22:46:45,A41170,315.0,-23.001129,-43.41703,38.0
46942228,02-26-2019,09:18:52,D12175,2303.0,-22.82551,-43.27644,11.0
58864528,02-12-2019,12:16:03,D13028,383.0,-22.89773,-43.28339,0.0
25974266,02-06-2019,14:54:03,D17055,841.0,-22.88525,-43.569309,2.0
10950974,02-21-2019,20:46:00,D86237,837.0,-22.91996,-43.544579,20.0
8415388,02-24-2019,08:49:56,C27004,940.0,-22.82386,-43.2868,14.0
34114279,01-31-2019,20:23:37,B31094,484.0,-22.898479,-43.21096,35.0
57185241,02-16-2019,09:16:48,D13218,803.0,-22.908529,-43.37851,22.0
11648972,01-28-2019,14:31:00,D17143,770.0,-22.88574,-43.557739,23.0
42831935,03-20-2019,11:24:08,B10083,634.0,-22.909758,-43.20924,35.93
28952496,03-18-2019,12:12:11,B71155,247.0,-22.915054,-43.23262,2.78
50212161,03-12-2019,06:18:57,C13044,746.0,-22.87813,-43.44841,0.0
54340913,02-08-2019,08:29:33,B32806,2305.0,-22.89336,-43.21582,7.0
10219870,03-21-2019,00:06:45,D86183,835.0,-22.93413,-43.556599,48.0
44101230,01-31-2019,20:31:38,D13355,812.0,-22.873461,-43.465611,0.0
41172928,01-29-2019,04:26:17,D53507,393.0,-22.825411,-43.276131,44.0
11604287,03-17-2019,17:41:51,B44646,638.0,-22.8864,-43.30302,37.0
49065394,03-16-2019,09:53:41,D17084,839.0,-22.910219,-43.67712,27.0
7603115,01-29-2019,07:20:39,C42592,607.0,-22.9254,-43.240349,40.0
24526845,02-06-2019,16:31:25,B11572,908.0,-22.87018,-43.276272,3.0
45720387,02-26-2019,14:08:59,C47559,353.0,-22.89625,-43.31086,41.0
44272423,02-28-2019,11:06:42,D13326,379.0,-22.908319,-43.182468,0.0
11946249,02-18-2019,21:14:04,A50041,229.0,-22.923893,-43.232368,7.59
49277530,03-15-2019,15:21:24,C50180,805.0,-23.010191,-43.345806,37.41
50776040,03-06-2019,12:24:52,C30295,550.0,-22.95188,-43.3582,55.0
39671149,01-26-2019,19:07:19,B44676,685.0,-22.85314,-43.349979,28.0
43102656,02-13-2019,08:08:54,C30306,557.0,-22.986959,-43.191059,11.0
31156791,03-02-2019,17:56:05,D86378,867.0,-23.02368,-43.548038,21.0
54206932,02-15-2019,19:47:36,A41377,584.0,-22.98476,-43.223042,11.0
18727667,01-29-2019,18:01:51,D87031,891.0,-22.984871,-43.694939,0.0
59180962,03-21-2019,04:53:49,D13028,383.0,-22.902069,-43.261452,0.0
13234188,03-14-2019,05:02:24,B27020,639.0,-22.80559,-43.32267,29.0
34381034,01-26-2019,11:33:29,C41384,309.0,-22.90498,-43.191589,16.0
17620330,02-17-2019,23:19:12,B32657,688.0,-22.87463,-43.281849,65.0
54232457,02-22-2019,19:40:27,A41182,584.0,-22.970221,-43.18821,0.0
58231344,02-23-2019,13:24:24,A48076,426.0,-22.933477,-43.184525,4.26
33902688,03-04-2019,11:29:57,B42532,457.0,-22.88427,-43.29121,55.0
9382186,02-12-2019,12:42:45,B25540,606.0,-22.896009,-43.29248,9.0
14176518,02-01-2019,10:23:10,A41369,460.0,-22.96273,-43.209991,11.0
24179813,02-20-2019,14:08:14,C42596,667.0,-22.87788,-43.340790000000005,0.0
3899915,03-03-2019,05:02:16,C27022,774.0,-22.810341,-43.326241,0.0
15843787,02-19-2019,13:02:37,B63020,919.0,-22.84264,-43.332779,0.0
48553131,03-08-2019,12:40:27,B58044,622.0,-22.8592,-43.258282,47.0
32177879,03-06-2019,10:06:28,A71525,133.0,-22.918892,-43.208912,14.63
23907370,02-19-2019,22:21:55,D17109,840.0,-22.891859,-43.718571,0.0
6083054,03-08-2019,16:18:31,B32541,944.0,-22.80566,-43.358799,33.0
8938338,01-28-2019,07:24:08,D86753,2332.0,-22.90239,-43.555931,0.0
42479967,03-13-2019,22:01:27,A50036,608.0,-22.920528,-43.259888,2.96
26206675,01-29-2019,13:47:46,A55077,464.0,-22.94718,-43.182571,0.0
1065861,03-16-2019,10:25:36,C51576,371.0,-22.882231,-43.255032,46.0
44351088,02-01-2019,06:19:33,B32840,386.0,-22.85013,-43.395191,9.0
29646115,01-29-2019,16:26:18,B31149,497.0,-22.8703,-43.246269,43.0
36408214,02-25-2019,09:49:10,B58052,679.0,-22.9016,-43.2906,0.0
9667535,03-02-2019,19:37:50,B25593,606.0,-22.92296,-43.24921,0.0
29729110,02-10-2019,19:14:00,B31083,497.0,-22.900761,-43.21051,27.0
22486213,01-29-2019,17:06:12,B28578,329.0,-22.87792,-43.24136,0.0
32391779,02-09-2019,15:12:19,B11593,669.0,-22.805216,-43.362778000000006,6.0
8252848,03-19-2019,10:52:28,C42599,607.0,-22.92436,-43.233002,17.0
42122401,03-17-2019,16:28:04,A72132,422.0,-22.918545,-43.22488,0.74
31401012,02-15-2019,16:01:50,D87362,898.0,-22.900709,-43.560749,2.0
38649988,02-26-2019,13:42:34,B42626,650.0,-22.873989,-43.297279,0.0
28152206,02-20-2019,21:32:22,B10085,910.0,-22.840874,-43.315331,32.22
11292427,02-11-2019,12:06:25,C44569,638.0,-22.924919,-43.23365,0.0
3079526,03-04-2019,16:59:00,B71049,238.0,-22.920614,-43.259216,5.0
7742124,02-07-2019,14:43:13,C42600,607.0,-22.90226,-43.28101,11.0
5479977,01-29-2019,05:04:48,D87881,2336.0,-22.88839,-43.559769,42.0
17386230,01-29-2019,15:14:22,D17028,893.0,-22.89283,-43.616829,53.0
12222421,02-10-2019,12:08:27,D53586,759.0,-22.851370000000003,-43.386589,63.0
40335148,02-26-2019,17:57:33,C47771,861.0,-22.934879,-43.382759,25.0
4678019,02-22-2019,18:24:02,A71623,416.0,-22.924925,-43.209732,18.33
5066248,02-14-2019,14:45:01,D53711,819.0,-22.87981,-43.466179,21.0
21095540,02-26-2019,18:46:33,B28743,2344.0,-22.80489,-43.206520000000005,0.0
23311798,02-12-2019,20:59:26,C41093,315.0,-23.000731,-43.382881,32.0
32063089,02-02-2019,12:03:08,A71618,133.0,-22.931179,-43.178787,0.93
6324404,01-30-2019,06:53:14,A48179,415.0,-22.924231,-43.232712,0.19
46684834,02-22-2019,13:58:10,D13095,794.0,-22.877489,-43.36483,0.0
37545922,02-20-2019,15:49:57,B51614,917.0,-22.88319,-43.32093,36.0
35662981,02-20-2019,01:21:48,C47543,862.0,-22.97641,-43.363941,44.0
1271603,02-01-2019,08:31:09,B27032,629.0,-22.907459,-43.23925,38.0
22501176,02-02-2019,04:17:14,B28588,329.0,-22.833111,-43.239159,33.0
37528534,02-19-2019,17:51:50,B51529,917.0,-22.884939000000003,-43.312431,0.0
5111287,02-21-2019,20:23:54,D53710,819.0,-22.844049,-43.467381,0.0
53935745,02-19-2019,07:15:01,B32739,779.0,-22.816099,-43.38596,0.0
57173656,02-13-2019,22:17:24,D13243,803.0,-22.884569,-43.403641,0.0
53726156,03-18-2019,19:10:06,D13178,745.0,-22.88022,-43.331989,0.0
44789660,03-19-2019,07:07:29,C30048,390.0,-22.92841,-43.365139,0.0
49123332,02-03-2019,16:19:21,C50128,805.0,-23.010458,-43.356033,48.71
19286672,03-08-2019,14:14:37,D13250,926.0,-22.84351,-43.336208,0.0
30796471,03-18-2019,08:11:27,B28524,324.0,-22.817329,-43.223949,13.0
15281275,03-07-2019,12:11:14,D86186,851.0,-22.90683,-43.54184,29.0
32465035,02-18-2019,09:58:07,B11585,669.0,-22.853294,-43.371017,0.0
17591222,02-08-2019,16:42:09,B32781,688.0,-22.83119,-43.345371,3.0
23969395,03-04-2019,16:19:04,D17119,840.0,-22.904209,-43.71373,2.0
13425889,03-15-2019,11:19:19,C47858,611.0,-22.87859,-43.272701,0.0
12978697,02-19-2019,18:42:00,B27040,639.0,-22.87257,-43.336262,0.0
56009900,01-25-2019,13:12:26,B51595,624.0,-22.88258,-43.348358000000005,56.0
55544672,02-17-2019,17:49:55,B32585,793.0,-22.884439,-43.40443,41.0
57540440,03-05-2019,14:21:02,C47711,368.0,-22.9466,-43.361469,0.0
12264642,02-15-2019,23:14:48,D53551,759.0,-22.855061,-43.4902,7.0
52982445,02-25-2019,22:31:47,D86336,802.0,-22.901979,-43.554371,0.0
8772411,03-12-2019,15:32:18,A71602,217.0,-22.926243,-43.235218,5.19
35939890,01-30-2019,15:30:16,C82562,651.0,-22.882324,-43.332123,8.7
14502009,03-01-2019,18:12:07,A41192,460.0,-22.984961,-43.222939,0.0
19103112,02-02-2019,17:33:29,D13278,926.0,-22.845421,-43.338089,0.0
46520818,03-20-2019,12:42:48,B58120,623.0,-22.85248,-43.27219,0.0
45409298,02-01-2019,21:18:06,A55005,435.0,-22.94948,-43.188148,15.0
6565841,02-23-2019,08:13:33,A48062,415.0,-22.936693,-43.245258,21.11
9006794,02-14-2019,20:34:06,D86743,2332.0,-22.88238,-43.48571,43.0
20371223,01-30-2019,13:08:20,B10035,328.0,-22.811522,-43.190849,0.0
18569666,02-16-2019,18:07:57,D86178,852.0,-22.92094,-43.563221,21.0
10894831,01-25-2019,18:44:55,D86076,837.0,-22.919201,-43.546429,22.0
31947609,02-21-2019,13:20:57,B31135,906.0,-22.80612,-43.32515,17.0
47870423,02-19-2019,09:33:49,D13146,756.0,-22.83176,-43.343781,0.0
47712575,03-06-2019,06:49:28,A71624,583.0,-22.9641,-43.217461,19.82
2957051,01-31-2019,20:47:13,B71135,238.0,-22.924713,-43.252312,5.56
80624,01-29-2019,05:57:00,C51607,371.0,-22.89776,-43.350559,33.0
54645249,02-15-2019,08:03:11,A50019,220.0,-22.921955,-43.221405,25.93
41000682,02-07-2019,19:12:59,B10048,323.0,-22.807211,-43.182827,36.85
48530924,02-28-2019,13:25:56,B58044,622.0,-22.84057,-43.278511,29.0
36160235,02-01-2019,10:25:59,B58123,679.0,-22.90218,-43.280651,18.0
38119000,02-22-2019,15:15:01,C82604,678.0,-22.883411,-43.342209,42.04
33056487,03-09-2019,08:55:29,B28555,696.0,-22.899349,-43.27021,41.0
15887216,02-28-2019,12:11:42,B63081,919.0,-22.842991,-43.27037,53.0
40779559,02-22-2019,21:43:16,B10136,901.0,-22.811531,-43.208611,25.0
3559520,03-16-2019,08:16:14,A72164,7.0,-22.922409,-43.187908,26.85
23751087,01-26-2019,13:47:04,D17009,868.0,-22.917379,-43.651642,41.0
32169525,03-01-2019,23:44:32,A48104,133.0,-22.904236,-43.208157,1.3
23018988,02-04-2019,06:32:28,A29019,473.0,-22.89957,-43.21059,49.0
26296855,03-03-2019,08:46:04,A29025,441.0,-22.963539,-43.174122,19.0
7919164,02-20-2019,09:57:07,C42514,607.0,-22.920099,-43.215229,18.0
8777259,03-13-2019,16:16:30,A71515,217.0,-22.924103,-43.232731,0.0
10731623,02-03-2019,05:29:44,C47883,348.0,-22.927959,-43.34235,68.0
16235242,03-12-2019,05:01:11,D86760,2381.0,-22.87034,-43.554649,30.0
28482929,02-14-2019,09:45:02,C51650,723.0,-22.879669,-43.355629,0.0
313121,02-07-2019,22:25:51,C51590,371.0,-22.908831,-43.233849,0.0
36898752,01-25-2019,23:34:59,B42621,254.0,-22.910761,-43.21381,34.0
53504521,02-04-2019,10:31:39,C13047,745.0,-22.892139,-43.473511,15.0
23944965,02-28-2019,06:41:44,D17118,840.0,-22.913139,-43.684231,26.0
7567479,01-26-2019,13:31:46,C42672,607.0,-22.926121,-43.235088,0.0
13119504,03-01-2019,12:50:46,B27151,639.0,-22.82074,-43.306419,49.0
40107241,01-28-2019,17:15:45,C47558,861.0,-22.956129,-43.347851,30.0
20888471,03-12-2019,04:42:09,C47840,880.0,-22.993919,-43.36554,41.0
2409991,03-14-2019,17:25:55,C27057,775.0,-22.84203,-43.320351,25.0
53151208,02-10-2019,09:02:38,B58156,625.0,-22.88339,-43.264431,0.0
11476764,02-27-2019,19:10:40,B44585,638.0,-22.872931,-43.342442,0.0
51307353,03-17-2019,10:53:25,D13372,790.0,-22.865259,-43.422161,55.0
57312605,03-16-2019,21:06:36,D13253,803.0,-22.914169,-43.374939000000005,8.0
44529981,02-03-2019,15:35:39,C30022,390.0,-22.950871,-43.38895,11.0
35991421,02-18-2019,09:05:21,C82592,651.0,-22.904299,-43.296585,0.0
28463265,02-10-2019,07:49:37,C51571,723.0,-22.82634,-43.401741,53.0
13909734,02-01-2019,11:19:11,C47501,306.0,-22.91703,-43.362709,0.0
26080056,02-14-2019,23:11:07,D17051,869.0,-22.902309,-43.561199,0.0
42103883,03-15-2019,10:50:14,A72004,422.0,-22.924734,-43.261776,7.22
51784509,03-15-2019,18:18:26,D13365,394.0,-22.863041,-43.439442,29.0
21370353,02-18-2019,10:53:58,B25564,249.0,-22.905149,-43.290722,4.0
19629672,02-20-2019,13:59:01,D86368,884.0,-22.90728,-43.561481,1.0
52863751,01-30-2019,11:03:19,D86236,802.0,-22.88126,-43.463589,0.0
28421221,01-31-2019,22:01:52,C51653,723.0,-22.86552,-43.373741,0.0
16735727,03-18-2019,15:56:36,B32840,298.0,-22.90523,-43.1922,0.0
33999929,03-14-2019,17:56:51,B42666,457.0,-22.886721,-43.299931,19.0
1732994,03-18-2019,10:42:41,B27113,629.0,-22.878901000000003,-43.26619,0.0
19148998,02-11-2019,10:14:45,D13283,926.0,-22.86731,-43.41254,21.0
45772453,03-08-2019,16:32:14,C47793,353.0,-22.896151,-43.313499,26.0
14365492,02-18-2019,18:52:03,A41050,460.0,-22.97224,-43.21751,10.0
13796622,02-22-2019,13:00:51,B25810,2251.0,-22.91102,-43.23402,19.0
8926382,03-19-2019,09:50:59,A48163,202.0,-22.91732,-43.194073,14.45
3807957,02-20-2019,19:02:08,C27030,774.0,-22.80722,-43.327412,0.0
31284461,03-17-2019,11:17:52,D86126,867.0,-23.066719,-43.567928,0.0
50014631,02-14-2019,11:36:53,C13159,746.0,-22.878269,-43.492352,0.0
6084493,03-09-2019,15:53:11,B32582,944.0,-22.816441,-43.352219,10.0
